t,v,vw,o,c,h,l,n
2023-12-04 23:49:00+00:00,274,453.7902,453.8,453.8,453.8,453.8,25
2023-12-04 23:50:00+00:00,626,453.8065,453.84,453.8,453.84,453.8,34
2023-12-04 23:51:00+00:00,473,453.8015,453.7638,453.81,453.81,453.7638,27
2023-12-04 23:52:00+00:00,339,453.8771,453.9,453.82,453.9,453.82,19
2023-12-04 23:54:00+00:00,1372,453.7708,453.83,453.7,453.83,453.7,42
2023-12-04 23:55:00+00:00,430,453.6404,453.63,453.63,453.63,453.63,17
2023-12-04 23:56:00+00:00,2637,453.615,453.61,453.68,453.68,453.59,29
2023-12-04 23:57:00+00:00,694,453.664,453.67,453.65,453.67,453.65,21
2023-12-04 23:58:00+00:00,356,453.6724,453.64,453.64,453.64,453.64,28
2023-12-04 23:59:00+00:00,291,453.6914,453.83,453.6,453.83,453.6,19
