t,v,vw,o,c,h,l,n
2023-12-01 16:38:00+00:00,55640,468.7638,468.92,468.67,468.95,468.4901,975
2023-12-01 16:39:00+00:00,78756,468.9276,468.64,468.86,469.18,468.58,957
2023-12-01 16:40:00+00:00,45317,468.7663,468.865,468.64,469.02,468.5101,772
2023-12-01 16:41:00+00:00,35159,468.6086,468.58,468.6,468.73,468.45,597
2023-12-01 16:42:00+00:00,163659,469.2678,468.645,469.43,469.58,468.5241,1734
2023-12-01 16:43:00+00:00,192944,469.7588,469.42,469.8653,469.93,469.32,1990
2023-12-01 16:44:00+00:00,215517,470.0272,469.88,470.13,470.25,469.69,3109
2023-12-01 16:45:00+00:00,93118,469.9646,470.12,470.16,470.2,469.7001,1362
2023-12-01 16:46:00+00:00,100655,470.0481,470.1,469.76,470.38,469.5401,1482
2023-12-01 16:47:00+00:00,80836,469.38,469.7117,469.2928,469.755,469.0001,1164
2023-12-01 16:48:00+00:00,77423,469.7661,469.4,469.7784,469.9699,469.3101,954
2023-12-01 16:49:00+00:00,52457,469.9199,469.81,469.815,470.09,469.78,909
2023-12-01 16:50:00+00:00,67684,469.6491,469.76,469.8833,469.93,469.28,1139
2023-12-01 16:51:00+00:00,69946,469.893,469.84,470.075,470.075,469.71,1080
2023-12-01 16:52:00+00:00,87955,470.0507,470.08,469.9503,470.26,469.8201,1411
2023-12-01 16:53:00+00:00,141249,470.4081,470.005,470.7881,470.8,469.99,2040
2023-12-01 16:54:00+00:00,85261,470.5109,470.735,470.1716,470.7905,470.05,1084
2023-12-01 16:55:00+00:00,70410,470.0308,470.1875,469.7427,470.292,469.7301,935
2023-12-01 16:56:00+00:00,52257,469.8296,469.7961,469.9011,469.9799,469.7,787
2023-12-01 16:57:00+00:00,40969,469.8176,469.94,469.8001,469.97,469.65,650
2023-12-01 16:58:00+00:00,57289,470.0101,469.81,470.175,470.22,469.7962,1038
2023-12-01 16:59:00+00:00,48474,470.11,470.22,470.03,470.29,469.8759,790
2023-12-01 17:00:00+00:00,72973,469.9342,470.09,469.87,470.25,469.65,970
2023-12-01 17:01:00+00:00,79674,470.069,469.83,470.1,470.255,469.81,927
2023-12-01 17:02:00+00:00,54371,470.0221,470.05,470.06,470.2094,469.84,701
2023-12-01 17:03:00+00:00,70499,470.1006,470.09,470.05,470.29,469.82,929
2023-12-01 17:04:00+00:00,29492,470.0134,469.98,469.97,470.1499,469.8301,537
2023-12-01 17:05:00+00:00,36175,469.9578,469.96,470.01,470.06,469.84,614
2023-12-01 17:06:00+00:00,86944,469.8544,469.98,469.6083,470.05,469.56,1171
2023-12-01 17:07:00+00:00,109403,469.2151,469.65,469.12,469.65,468.84,1684
2023-12-01 17:08:00+00:00,117203,469.8702,469.18,470.175,470.4199,469.15,1433
2023-12-01 17:09:00+00:00,61785,469.9959,470.17,469.7799,470.3653,469.62,877
2023-12-01 17:10:00+00:00,58924,469.692,469.725,469.7701,469.85,469.6,965
2023-12-01 17:11:00+00:00,69047,469.9774,469.8699,470.1,470.1999,469.78,885
2023-12-01 17:12:00+00:00,52827,470.1197,470.13,470.05,470.29,469.89,704
2023-12-01 17:13:00+00:00,42774,469.789,470.0301,469.6,470.1,469.51,747
2023-12-01 17:14:00+00:00,58078,469.3474,469.575,469.45,469.64,469.1201,912
2023-12-01 17:15:00+00:00,51022,469.5955,469.435,469.83,469.83,469.32,804
2023-12-01 17:16:00+00:00,51578,469.6159,469.7969,469.24,469.86,469.24,883
2023-12-01 17:17:00+00:00,81528,469.0242,469.25,468.82,469.3399,468.7303,1293
2023-12-01 17:18:00+00:00,88585,468.3876,468.79,468.235,468.79,468.17,1351
2023-12-01 17:19:00+00:00,75156,468.2906,468.25,468.44,468.55,468.15,1120
2023-12-01 17:20:00+00:00,45868,468.4915,468.4,468.4484,468.62,468.3,723
2023-12-01 17:21:00+00:00,84574,468.2119,468.395,468.1,468.6,467.81,1450
2023-12-01 17:22:00+00:00,66490,468.5559,468.04,468.7434,468.8,468.04,1011
2023-12-01 17:23:00+00:00,73893,468.4801,468.7432,468.6,468.7808,468.15,1136
2023-12-01 17:24:00+00:00,41488,468.6674,468.64,468.585,468.85,468.5101,591
2023-12-01 17:25:00+00:00,38291,468.3728,468.57,468.33,468.57,468.22,691
2023-12-01 17:26:00+00:00,67963,468.733,468.335,468.9152,468.97,468.335,906
2023-12-01 17:27:00+00:00,93991,469.0058,468.88,468.97,469.25,468.76,983
2023-12-01 17:28:00+00:00,51814,469.1877,469.0,469.08,469.3539,468.93,803
2023-12-01 17:29:00+00:00,55949,469.4748,469.105,469.44,469.6999,469.0401,851
2023-12-01 17:30:00+00:00,36081,469.309,469.45,469.377,469.5,469.0709,605
2023-12-01 17:31:00+00:00,49900,469.323,469.34,469.43,469.4895,469.24,526
2023-12-01 17:32:00+00:00,49987,469.6192,469.47,469.64,469.75,469.39,733
2023-12-01 17:33:00+00:00,49078,469.539,469.62,469.56,469.72,469.4401,731
2023-12-01 17:34:00+00:00,37787,469.5152,469.585,469.54,469.68,469.2601,684
2023-12-01 17:35:00+00:00,58922,469.303,469.5999,469.1935,469.64,469.05,757
2023-12-01 17:36:00+00:00,35258,469.3927,469.15,469.626,469.66,469.1001,575
2023-12-01 17:37:00+00:00,91474,469.8535,469.625,470.0116,470.05,469.625,1165
2023-12-01 17:38:00+00:00,86126,470.2642,470.04,470.215,470.45,470.0337,1092
2023-12-01 17:39:00+00:00,110655,470.404,470.28,470.48,470.58,470.2,1106
2023-12-01 17:40:00+00:00,72943,470.4937,470.52,470.43,470.625,470.35,895
2023-12-01 17:41:00+00:00,65862,470.4176,470.38,470.5,470.54,470.26,834
2023-12-01 17:42:00+00:00,106798,470.7273,470.4457,470.7923,470.9,470.4457,1394
2023-12-01 17:43:00+00:00,122839,470.9522,470.812,470.78,471.09,470.7,1674
2023-12-01 17:44:00+00:00,58788,470.9998,470.8336,470.97,471.13,470.77,925
2023-12-01 17:45:00+00:00,79400,471.0451,470.965,471.085,471.13,470.91,1222
2023-12-01 17:46:00+00:00,88311,471.0183,471.08,470.9,471.2,470.759,1299
2023-12-01 17:47:00+00:00,27982,470.8589,470.855,470.86,470.95,470.75,534
2023-12-01 17:48:00+00:00,59350,471.012,470.89,471.05,471.17,470.87,977
2023-12-01 17:49:00+00:00,90029,471.339,471.035,471.38,471.6,471.01,1489
2023-12-01 17:50:00+00:00,59107,471.1591,471.401,471.3,471.401,470.9,992
2023-12-01 17:51:00+00:00,55115,471.091,471.2725,471.25,471.33,470.85,798
2023-12-01 17:52:00+00:00,67301,471.4395,471.2799,471.4801,471.5943,471.18,899
2023-12-01 17:53:00+00:00,82589,471.6178,471.48,471.57,471.85,471.33,1273
2023-12-01 17:54:00+00:00,51057,471.5938,471.5,471.68,471.75,471.4,858
2023-12-01 17:55:00+00:00,75188,471.8399,471.7,471.6506,472.0,471.58,1199
2023-12-01 17:56:00+00:00,73487,471.4011,471.715,471.5299,471.748,471.2,945
2023-12-01 17:57:00+00:00,41534,471.4913,471.51,471.3852,471.6,471.38,741
2023-12-01 17:58:00+00:00,42781,471.25,471.395,471.27,471.46,471.03,802
2023-12-01 17:59:00+00:00,36711,471.1625,471.24,470.97,471.2764,470.97,666
2023-12-01 18:00:00+00:00,51968,470.9202,471.07,470.8599,471.1935,470.7229,790
2023-12-01 18:01:00+00:00,60167,471.0893,470.83,471.265,471.3,470.81,943
2023-12-01 18:02:00+00:00,47417,471.1442,471.265,471.1,471.3199,470.97,719
2023-12-01 18:03:00+00:00,53437,471.056,471.07,471.21,471.2199,470.9,803
2023-12-01 18:04:00+00:00,42251,471.0853,471.19,470.9414,471.24,470.93,679
2023-12-01 18:05:00+00:00,56219,470.8361,470.945,470.803,471.03,470.7114,921
2023-12-01 18:06:00+00:00,51761,470.9788,470.845,470.935,471.1,470.74,968
2023-12-01 18:07:00+00:00,49720,471.1776,470.99,471.1072,471.3,470.99,911
2023-12-01 18:08:00+00:00,26223,471.0671,471.13,471.0,471.17,470.91,551
2023-12-01 18:09:00+00:00,30331,470.9447,471.0499,470.815,471.1273,470.73,548
2023-12-01 18:10:00+00:00,100439,470.3708,470.79,470.34,470.8262,470.1,1666
2023-12-01 18:11:00+00:00,40858,470.5072,470.375,470.4,470.69,470.27,661
2023-12-01 18:12:00+00:00,25942,470.5096,470.48,470.54,470.62,470.4,617
2023-12-01 18:13:00+00:00,101008,469.9766,470.51,469.81,470.5699,469.74,1485
2023-12-01 18:14:00+00:00,72077,469.8781,469.815,470.12,470.12,469.7001,951
2023-12-01 18:15:00+00:00,46910,469.7393,470.12,469.5649,470.1305,469.4407,811
2023-12-01 18:16:00+00:00,72517,469.437,469.6599,469.46,469.6599,469.3,1058
2023-12-01 18:17:00+00:00,57774,469.7132,469.3801,469.81,469.9443,469.3801,799
2023-12-01 18:18:00+00:00,60602,469.7759,469.8499,469.69,469.95,469.55,698
2023-12-01 18:19:00+00:00,74781,469.607,469.71,469.7382,469.79,469.44,975
2023-12-01 18:20:00+00:00,73400,469.6968,469.76,469.73,469.95,469.49,815
2023-12-01 18:21:00+00:00,48804,469.5381,469.698,469.42,469.75,469.38,663
2023-12-01 18:22:00+00:00,43759,469.4639,469.42,469.675,469.675,469.26,664
2023-12-01 18:23:00+00:00,38110,469.8115,469.6653,469.84,469.92,469.6653,581
2023-12-01 18:24:00+00:00,86431,470.1189,469.882,470.24,470.34,469.85,966
2023-12-01 18:25:00+00:00,54182,469.9877,470.23,469.78,470.3697,469.64,908
2023-12-01 18:26:00+00:00,41256,469.8961,469.6801,469.79,470.0542,469.68,577
2023-12-01 18:27:00+00:00,31896,469.7737,469.7551,469.74,469.869,469.63,531
2023-12-01 18:28:00+00:00,97200,469.3583,469.73,469.2099,469.76,469.1,1184
2023-12-01 18:29:00+00:00,97299,469.1111,469.155,468.93,469.4199,468.85,1394
2023-12-01 18:30:00+00:00,48796,469.0194,468.98,469.07,469.16,468.87,842
2023-12-01 18:31:00+00:00,30715,469.0822,469.13,469.01,469.18,468.9101,704
2023-12-01 18:32:00+00:00,34734,469.1364,469.02,469.165,469.3486,468.94,658
2023-12-01 18:33:00+00:00,39783,469.1472,469.2791,469.26,469.33,468.9201,628
2023-12-01 18:34:00+00:00,46624,469.413,469.2665,469.39,469.65,469.16,803
2023-12-01 18:35:00+00:00,26188,469.3923,469.36,469.35,469.51,469.25,493
2023-12-01 18:36:00+00:00,75876,468.9732,469.34,468.695,469.41,468.65,964
2023-12-01 18:37:00+00:00,64174,468.5233,468.6502,468.4225,468.7095,468.3,985
2023-12-01 18:38:00+00:00,57047,468.2441,468.4499,468.15,468.49,468.09,843
2023-12-01 18:39:00+00:00,53079,468.2771,468.15,468.33,468.3899,468.12,766
2023-12-01 18:40:00+00:00,85163,468.0896,468.3799,468.1389,468.3799,467.89,1277
2023-12-01 18:41:00+00:00,38177,468.23,468.0859,468.22,468.37,468.08,603
2023-12-01 18:42:00+00:00,27274,468.2288,468.2181,468.1715,468.3862,468.1201,501
2023-12-01 18:43:00+00:00,47849,468.181,468.22,468.27,468.33,468.0001,633
2023-12-01 18:44:00+00:00,54481,468.4598,468.36,468.4503,468.59,468.36,689
2023-12-01 18:45:00+00:00,49006,468.3548,468.43,468.4408,468.57,468.12,688
2023-12-01 18:46:00+00:00,52740,468.3773,468.45,468.16,468.57,468.1,633
2023-12-01 18:47:00+00:00,29421,468.1696,468.22,468.12,468.24,468.0688,564
2023-12-01 18:48:00+00:00,32129,468.1992,468.12,468.1225,468.3,468.07,536
2023-12-01 18:49:00+00:00,29757,468.1269,468.19,468.13,468.24,468.04,520
2023-12-01 18:50:00+00:00,77303,468.1276,468.1987,467.99,468.3318,467.97,904
2023-12-01 18:51:00+00:00,51287,468.1681,467.98,468.28,468.3786,467.98,729
2023-12-01 18:52:00+00:00,30600,468.057,468.24,468.095,468.265,467.89,596
2023-12-01 18:53:00+00:00,28091,468.0795,468.06,468.1091,468.1585,467.99,490
2023-12-01 18:54:00+00:00,73847,467.779,468.075,467.6958,468.075,467.61,1026
2023-12-01 18:55:00+00:00,48307,467.8785,467.725,467.9674,468.04,467.67,680
2023-12-01 18:56:00+00:00,55683,467.7262,467.9863,467.69,468.04,467.5201,680
2023-12-01 18:57:00+00:00,58232,467.8884,467.71,468.045,468.12,467.675,681
2023-12-01 18:58:00+00:00,74920,467.9537,468.045,468.14,468.15,467.6601,893
2023-12-01 18:59:00+00:00,60425,468.1177,468.15,468.0716,468.21,467.93,686
2023-12-01 19:00:00+00:00,72269,468.2032,468.16,468.0746,468.368,467.958,960
2023-12-01 19:01:00+00:00,50240,468.1718,468.0798,468.1197,468.35,468.01,692
2023-12-01 19:02:00+00:00,37955,468.1348,468.1182,468.1222,468.25,467.94,571
2023-12-01 19:03:00+00:00,38219,468.2118,468.07,468.33,468.34,468.07,592
2023-12-01 19:04:00+00:00,57848,468.386,468.32,468.42,468.4799,468.22,640
2023-12-01 19:05:00+00:00,103763,467.9431,468.42,467.66,468.4662,467.61,1150
2023-12-01 19:06:00+00:00,60750,467.793,467.6001,467.67,467.95,467.6001,736
2023-12-01 19:07:00+00:00,55615,467.92,467.6991,468.0,468.02,467.6991,640
2023-12-01 19:08:00+00:00,42266,467.8341,468.01,467.6032,468.01,467.6,658
2023-12-01 19:09:00+00:00,94515,467.3927,467.63,467.2663,467.6653,467.19,1347
2023-12-01 19:10:00+00:00,52144,467.5415,467.3057,467.4999,467.72,467.2944,721
2023-12-01 19:11:00+00:00,35085,467.618,467.4695,467.8499,467.87,467.44,682
2023-12-01 19:12:00+00:00,92555,468.1807,467.8397,468.407,468.42,467.7801,1191
2023-12-01 19:13:00+00:00,109550,468.1456,468.37,468.165,468.6,467.7201,1539
2023-12-01 19:14:00+00:00,48627,468.2793,468.21,468.2706,468.42,468.06,623
2023-12-01 19:15:00+00:00,38821,468.1777,468.23,468.16,468.3194,468.05,561
2023-12-01 19:16:00+00:00,38597,468.3,468.1597,468.2553,468.4,468.125,606
2023-12-01 19:17:00+00:00,40987,468.2312,468.2992,468.115,468.35,468.045,614
2023-12-01 19:18:00+00:00,33010,468.0565,468.05,467.89,468.2397,467.78,632
2023-12-01 19:19:00+00:00,70824,467.929,467.87,467.77,468.11,467.7601,704
2023-12-01 19:20:00+00:00,42501,467.7629,467.8,467.8708,467.9275,467.5501,642
2023-12-01 19:21:00+00:00,27051,467.8093,467.84,467.9,467.9275,467.7,503
2023-12-01 19:22:00+00:00,44985,467.941,467.8803,467.845,468.0899,467.77,652
2023-12-01 19:23:00+00:00,85119,467.9846,467.865,468.23,468.3,467.7,972
2023-12-01 19:24:00+00:00,41227,468.201,468.215,468.16,468.3199,467.97,535
2023-12-01 19:25:00+00:00,46399,468.1775,468.15,468.22,468.3,468.0,589
2023-12-01 19:26:00+00:00,70750,467.9129,468.205,467.92,468.25,467.7001,906
2023-12-01 19:27:00+00:00,69906,467.9486,467.94,468.1557,468.26,467.68,1104
2023-12-01 19:28:00+00:00,75240,468.1702,468.1557,468.11,468.37,467.6,1116
2023-12-01 19:29:00+00:00,36488,468.1963,468.0,467.995,468.37,467.94,588
2023-12-01 19:30:00+00:00,34492,467.8644,468.0229,467.7813,468.0229,467.7,607
2023-12-01 19:31:00+00:00,78705,467.4548,467.81,467.23,467.81,467.23,1066
2023-12-01 19:32:00+00:00,84114,467.3887,467.22,467.48,467.7099,467.1301,979
2023-12-01 19:33:00+00:00,33542,467.3975,467.45,467.33,467.5441,467.25,633
2023-12-01 19:34:00+00:00,37023,467.3004,467.34,467.3824,467.44,467.12,675
2023-12-01 19:35:00+00:00,32480,467.3075,467.265,467.1999,467.47,467.15,593
2023-12-01 19:36:00+00:00,102388,466.9975,467.15,467.145,467.23,466.79,1663
2023-12-01 19:37:00+00:00,106353,467.7263,467.19,467.795,467.93,467.19,1189
2023-12-01 19:38:00+00:00,42823,467.6178,467.795,467.655,467.8209,467.35,609
2023-12-01 19:39:00+00:00,65842,467.9106,467.66,467.945,468.0,467.655,966
2023-12-01 19:40:00+00:00,96921,468.0223,467.96,468.22,468.23,467.7501,1157
2023-12-01 19:41:00+00:00,49265,468.1023,468.1901,467.85,468.1985,467.835,603
2023-12-01 19:42:00+00:00,37823,467.7537,467.805,467.6645,467.8608,467.61,720
2023-12-01 19:43:00+00:00,47656,467.4219,467.6113,467.3499,467.73,467.15,751
2023-12-01 19:44:00+00:00,72423,467.5805,467.315,467.84,467.8439,467.2847,1031
2023-12-01 19:45:00+00:00,44815,467.4941,467.78,467.4499,467.7801,467.3583,707
2023-12-01 19:46:00+00:00,58810,467.341,467.37,467.34,467.5,467.28,714
2023-12-01 19:47:00+00:00,52865,467.3372,467.36,467.1584,467.51,467.1501,754
2023-12-01 19:48:00+00:00,51794,467.2654,467.2292,467.185,467.43,467.06,755
2023-12-01 19:49:00+00:00,33468,467.3731,467.17,467.2801,467.5,467.15,660
2023-12-01 19:50:00+00:00,61659,467.1267,467.28,467.0283,467.28,466.944,845
2023-12-01 19:51:00+00:00,53958,467.031,467.0,467.179,467.18,466.84,782
2023-12-01 19:52:00+00:00,52247,467.2382,467.135,467.33,467.36,467.0702,779
2023-12-01 19:53:00+00:00,46599,467.2792,467.33,467.25,467.44,467.15,760
2023-12-01 19:54:00+00:00,95396,467.6582,467.29,467.8781,467.95,467.2583,1100
2023-12-01 19:55:00+00:00,78763,467.9677,467.86,468.0996,468.18,467.7201,1133
2023-12-01 19:56:00+00:00,95498,468.246,468.0996,468.1821,468.36,468.0836,1161
2023-12-01 19:57:00+00:00,111545,468.3307,468.24,468.535,468.8,468.01,1664
2023-12-01 19:58:00+00:00,71974,468.4043,468.535,468.2589,468.7158,468.18,1228
2023-12-01 19:59:00+00:00,53436,468.1801,468.26,468.2,468.35,468.05,728
2023-12-01 20:00:00+00:00,39818,468.1478,468.2,468.05,468.22,468.05,703
2023-12-01 20:01:00+00:00,46974,468.0743,468.04,467.974,468.2,467.97,711
2023-12-01 20:02:00+00:00,31489,467.9988,468.0799,468.0299,468.151,467.85,538
2023-12-01 20:03:00+00:00,42388,468.0476,467.99,467.98,468.16,467.92,680
2023-12-01 20:04:00+00:00,28759,468.2035,467.98,468.1524,468.35,467.98,520
2023-12-01 20:05:00+00:00,30566,468.0925,468.0905,468.215,468.215,467.99,560
2023-12-01 20:06:00+00:00,56178,467.8811,468.215,467.6,468.35,467.51,951
2023-12-01 20:07:00+00:00,71415,467.42,467.565,467.41,467.72,467.191,1022
2023-12-01 20:08:00+00:00,43101,467.6,467.455,467.79,467.9613,467.33,636
2023-12-01 20:09:00+00:00,37520,468.0415,467.8,468.0,468.19,467.74,710
2023-12-01 20:10:00+00:00,41594,468.0622,467.97,468.17,468.21,467.87,639
2023-12-01 20:11:00+00:00,50664,468.2124,468.17,468.08,468.33,468.07,801
2023-12-01 20:12:00+00:00,36471,468.1631,468.0401,468.2404,468.2899,468.035,633
2023-12-01 20:13:00+00:00,30965,468.205,468.24,468.12,468.36,468.0601,567
2023-12-01 20:14:00+00:00,41032,467.9997,468.16,467.8,468.22,467.78,658
2023-12-01 20:15:00+00:00,27259,467.7906,467.8,467.74,467.91,467.7,543
2023-12-01 20:16:00+00:00,43074,467.8124,467.735,468.04,468.0899,467.57,675
2023-12-01 20:17:00+00:00,22383,467.7984,467.97,467.78,467.98,467.6315,489
2023-12-01 20:18:00+00:00,23443,467.8361,467.79,467.8907,467.94,467.72,441
2023-12-01 20:19:00+00:00,31891,467.9112,467.8,468.0883,468.0883,467.74,650
2023-12-01 20:20:00+00:00,42091,468.094,468.125,468.14,468.25,467.857,694
2023-12-01 20:21:00+00:00,42870,468.1823,468.14,468.12,468.2794,468.1,632
2023-12-01 20:22:00+00:00,35603,468.0918,468.0984,468.165,468.23,467.95,644
2023-12-01 20:23:00+00:00,32423,467.9295,468.165,467.87,468.165,467.795,640
2023-12-01 20:24:00+00:00,31727,467.9311,467.8778,467.93,468.09,467.8,551
2023-12-01 20:25:00+00:00,40108,468.0403,467.93,468.14,468.19,467.87,662
2023-12-01 20:26:00+00:00,40724,468.1556,468.1498,468.15,468.275,468.07,758
2023-12-01 20:27:00+00:00,49003,468.087,468.15,467.9501,468.282,467.88,801
2023-12-01 20:28:00+00:00,58015,467.7293,467.96,467.72,468.0,467.47,1147
2023-12-01 20:29:00+00:00,83573,468.0559,467.72,468.26,468.3,467.71,1110
2023-12-01 20:30:00+00:00,42393,468.1025,468.24,467.92,468.28,467.8074,782
2023-12-01 20:31:00+00:00,41927,467.918,467.95,468.0097,468.12,467.76,891
2023-12-01 20:32:00+00:00,32238,467.9478,467.95,467.93,468.06,467.7801,643
2023-12-01 20:33:00+00:00,35023,468.0184,467.885,468.1901,468.21,467.8,734
2023-12-01 20:34:00+00:00,51273,468.2079,468.1901,468.135,468.29,468.13,849
2023-12-01 20:35:00+00:00,25154,468.0561,468.11,468.0519,468.1248,467.98,576
2023-12-01 20:36:00+00:00,33660,467.9216,468.05,467.835,468.05,467.8103,761
2023-12-01 20:37:00+00:00,63897,467.8186,467.8535,467.61,468.01,467.6,880
2023-12-01 20:38:00+00:00,149732,467.2457,467.58,467.265,467.58,466.91,2228
2023-12-01 20:39:00+00:00,54571,467.2913,467.2704,467.3934,467.41,467.1616,952
2023-12-01 20:40:00+00:00,51276,467.3514,467.39,467.4312,467.52,467.15,996
2023-12-01 20:41:00+00:00,33997,467.4462,467.43,467.4721,467.58,467.325,790
2023-12-01 20:42:00+00:00,50962,467.3904,467.44,467.38,467.58,467.23,994
2023-12-01 20:43:00+00:00,62971,467.1714,467.36,467.12,467.36,467.05,1078
2023-12-01 20:44:00+00:00,39487,467.1236,467.1132,467.09,467.23,467.03,963
2023-12-01 20:45:00+00:00,99620,466.8788,467.09,466.65,467.16,466.61,1917
2023-12-01 20:46:00+00:00,95177,466.9151,466.6,467.06,467.1699,462.8907,1393
2023-12-01 20:47:00+00:00,67182,466.9194,467.06,467.0,467.1,462.4965,1246
2023-12-01 20:48:00+00:00,56583,466.9023,467.03,466.9182,467.03,466.8,1211
2023-12-01 20:49:00+00:00,52602,466.9845,466.91,467.07,467.11,466.0565,1140
2023-12-01 20:50:00+00:00,88445,466.9856,467.04,466.94,467.14,466.82,1816
2023-12-01 20:51:00+00:00,84767,466.8146,466.91,466.82,466.99,466.67,1508
2023-12-01 20:52:00+00:00,118430,466.9775,466.82,467.159,467.17,466.79,1834
2023-12-01 20:53:00+00:00,111045,467.2809,467.2,467.255,467.44,467.145,1687
2023-12-01 20:54:00+00:00,95319,467.2413,467.28,467.165,467.42,466.99,1833
2023-12-01 20:55:00+00:00,250853,467.8064,467.25,467.62,468.1,467.23,3627
2023-12-01 20:56:00+00:00,107458,467.5889,467.65,467.615,467.68,467.44,2036
2023-12-01 20:57:00+00:00,184957,467.6555,467.615,467.5801,467.72,467.53,3035
2023-12-01 20:58:00+00:00,182695,467.554,467.61,467.475,467.69,467.4,3249
2023-12-01 20:59:00+00:00,361830,467.4718,467.49,467.53,467.6,467.33,5257
2023-12-01 21:00:00+00:00,128902,467.6449,467.65,467.48,467.65,467.31,168
2023-12-01 21:01:00+00:00,7579,467.52,467.45,467.44,467.65,467.42,140
2023-12-01 21:02:00+00:00,16767,467.6292,467.5,467.54,467.65,467.4605,56
2023-12-01 21:03:00+00:00,126119,467.6439,467.55,467.58,467.65,467.46,120
2023-12-01 21:04:00+00:00,13575,467.5922,467.54,467.58,467.65,467.46,112
2023-12-01 21:05:00+00:00,3790,467.5751,467.58,467.65,467.65,467.46,61
2023-12-01 21:06:00+00:00,2142,467.4642,467.46,467.46,467.49,467.46,54
2023-12-01 21:07:00+00:00,53566,467.6437,467.45,467.46,467.65,467.43,58
2023-12-01 21:08:00+00:00,2380,467.5077,467.47,467.5,467.65,467.47,46
2023-12-01 21:09:00+00:00,1141,467.48,467.49,467.45,467.5,467.45,28
2023-12-01 21:10:00+00:00,1264,467.5146,467.55,467.48,467.55,467.48,44
2023-12-01 21:11:00+00:00,3539,467.5073,467.65,467.45,467.65,467.45,36
2023-12-01 21:12:00+00:00,1338,467.4774,467.45,467.5,467.5,467.45,51
2023-12-01 21:13:00+00:00,626,467.5052,467.51,467.51,467.51,467.51,29
2023-12-01 21:14:00+00:00,803,467.5018,467.5099,467.5,467.5099,467.5,30
2023-12-01 21:15:00+00:00,2570,467.5011,467.4902,467.51,467.51,467.4902,39
2023-12-01 21:16:00+00:00,640,467.5021,467.5,467.5001,467.5001,467.5,22
2023-12-01 21:17:00+00:00,244,467.5095,467.52,467.52,467.52,467.52,15
2023-12-01 21:18:00+00:00,747,467.5085,467.51,467.51,467.51,467.5,27
2023-12-01 21:19:00+00:00,4964,467.5389,467.54,467.54,467.54,467.54,33
2023-12-01 21:20:00+00:00,20163,467.6448,467.65,467.5,467.65,467.5,40
2023-12-01 21:21:00+00:00,1064,467.4836,467.45,467.5,467.5,467.45,32
2023-12-01 21:23:00+00:00,494,467.4689,467.45,467.45,467.45,467.45,22
2023-12-01 21:24:00+00:00,2207,467.5732,467.4563,467.46,467.65,467.45,48
2023-12-01 21:25:00+00:00,964,467.4909,467.47,467.5,467.5,467.47,25
2023-12-01 21:26:00+00:00,1048,467.4871,467.46,467.49,467.496,467.46,52
2023-12-01 21:27:00+00:00,452,467.5127,467.52,467.52,467.52,467.52,25
2023-12-01 21:28:00+00:00,730,467.4763,467.47,467.48,467.48,467.47,29
2023-12-01 21:30:00+00:00,596,467.5081,467.5199,467.5199,467.5199,467.5199,32
2023-12-01 21:31:00+00:00,284,467.4912,467.48,467.48,467.48,467.48,22
2023-12-01 21:32:00+00:00,2672,467.476,467.47,467.5,467.5,467.47,31
2023-12-01 21:33:00+00:00,938,467.4906,467.5,467.48,467.5,467.48,20
2023-12-01 21:34:00+00:00,235,467.5253,467.54,467.54,467.54,467.54,15
2023-12-01 21:35:00+00:00,1307,467.4755,467.48,467.48,467.48,467.47,34
2023-12-01 21:36:00+00:00,519,467.4836,467.48,467.48,467.48,467.48,23
2023-12-01 21:37:00+00:00,1156,467.4911,467.52,467.48,467.52,467.48,20
2023-12-01 21:38:00+00:00,398,467.4937,467.48,467.48,467.48,467.48,24
2023-12-01 21:39:00+00:00,320,467.4936,467.48,467.48,467.48,467.48,19
2023-12-01 21:40:00+00:00,454,467.505,467.5,467.5,467.5,467.5,27
2023-12-01 21:42:00+00:00,742,467.4807,467.48,467.48,467.48,467.48,28
2023-12-01 21:43:00+00:00,719,467.4872,467.48,467.49,467.49,467.48,26
2023-12-01 21:44:00+00:00,1761,467.4806,467.48,467.48,467.48,467.48,30
2023-12-01 21:45:00+00:00,2023,467.4805,467.48,467.48,467.48,467.48,48
2023-12-01 21:46:00+00:00,1948,467.4805,467.49,467.47,467.49,467.47,37
2023-12-01 21:47:00+00:00,287,467.5064,467.51,467.51,467.51,467.51,9
2023-12-01 21:48:00+00:00,1593,467.5141,467.51,467.52,467.52,467.5,30
2023-12-01 21:50:00+00:00,3214,467.5481,467.54,467.55,467.56,467.54,32
2023-12-01 21:51:00+00:00,1334,467.5454,467.56,467.55,467.56,467.55,24
2023-12-01 21:52:00+00:00,1218,467.55,467.55,467.55,467.55,467.55,15
2023-12-01 21:53:00+00:00,897,467.5156,467.55,467.5,467.55,467.5,27
2023-12-01 21:54:00+00:00,141,467.4872,467.48,467.48,467.48,467.48,11
2023-12-01 21:55:00+00:00,27022,467.6487,467.5,467.5,467.5,467.5,18
2023-12-01 21:56:00+00:00,1022,467.5092,467.5,467.55,467.55,467.5,27
2023-12-01 21:57:00+00:00,1906,467.4976,467.5,467.47,467.5,467.47,41
2023-12-01 21:58:00+00:00,481,467.4756,467.47,467.47,467.47,467.47,27
2023-12-01 21:59:00+00:00,1077,467.4707,467.47,467.47,467.47,467.47,19
2023-12-01 22:00:00+00:00,295,467.48,467.47,467.49,467.49,467.47,12
